uid,orig_spl,resp_spl,orig_spt,resp_spt,label
C60mhj2a8F00fIIFjj,40,40,0.0,0.0,white
CYl5N5ytGpeotDQUa,40,40,0.0,0.0,white
CrYpcEf700BQdizd2,40,40,0.0,0.0,white
CNFdBy4nZxOkpZHowf,40,40,0.0,0.0,white
C6tZXr2LIBcxA4ezP,40,40,0.0,0.0,white
CeWYuHcuEgVUmLMdc,40,40,0.0,0.0,white
C38twT12eGnEtZPMA7,64,64,0.0,0.0,white
Cjrd704FIA3VJN8LIj,40,40,0.0,0.0,white
ChpBTl3C5loVjk69rc,40,40,0.0,0.0,white
CVbCS01YvlO7SgTDN3,40,40,0.0,0.0,white
CJHi4E1WDbvfY8XUsf,40,40,0.0,0.0,white
CVsvJO3tV2XmpSGRxb,40,40,0.0,0.0,white
Cb0AAQ2k1C2QrE3NN3,40,40,0.0,0.0,white
Cmufq31LUiW0tPKF76,40,40,0.0,0.0,white
CSz2fY3k05AklSnXt,40,40,0.0,0.0,white
CYG05dLR8ZcFlVdme,40,40,0.0,0.0,white
C4N59xpuyS4cIc53e,40,40,0.0,0.0,white
Cgzyp1A0byq9eQ7eb,40,40,0.0,0.0,white
CiqCMxDPQNoe9Fzj,40,40,0.0,0.0,white
CATmlm3VxRlTo1vTI3,40,40,0.0,0.0,white
CZUoCB1ulZBeNE8Lwk,40,40,0.0,0.0,white
CmHixi80Ihc9UgjB6,40,40,0.0,0.0,white
CjwRSw285V2EpCBeW8,40,40,0.0,0.0,white
CbH6zl308O5IVHLRb7,"40,1080","40,256,32,24","0.0,0.130914","0.0,0.033352,0.0,75.004109",white
CJoWuX2EcpBANdDUU8,"40,160,536,568","40,288,432,2664,24","0.0,1.232035,0.829326,0.308382","0.0,0.043687,0.062672,0.044662,74.9996",white
C9BuBL3ewO5g1IvSoe,"40,832","40,1320,24","0.0,2.120913","0.0,0.418127,64.998842",white
CbZfmv2DJFmvbcGs6b,"40,832","40,1320,24","0.0,2.076903","0.0,0.873188,64.424238",white
CBTWtomRLs0vCU9S6,40,40,0.0,0.0,white
CFd7mq1KpFMw2Aj6gc,40,40,0.0,0.0,white
CM1ZBT1Az88yFU4kJk,40,40,0.0,0.0,white
C7wvn54KsVAPKNvn2i,40,40,0.0,0.0,white
CXhdgP3MliP3RnR39b,"40,256","40,384,24","0.0,0.051675","0.0,0.277503,65.00604",white
C9sc1h2ocB9YbdmAFf,40,40,0.0,0.0,white
ChZ7CV2hLPwwGound6,40,40,0.0,0.0,white
CuBHGY39xKESBmyq19,40,40,0.0,0.0,white
CXjlKNoogOJc9pFid,"40,26","40,26","0.0,0.00346","0.0,0.203535",white
CHb0vO1tKZhKpXQjx9,40,40,0.0,0.0,white
C2XQWF1x1hxyOuF2Fh,40,40,0.0,0.0,white
CMplAf3rOQHLf3xb4b,40,40,0.0,0.0,white
Cl4fRj29Dbo36To1tl,"40,1048,1048,1048","40,416,416,416","0.0,0.028248,0.870372,1.169233","0.0,0.023396,0.022765,0.023747",white
C2xzm8199ivUKYZg94,64,64,0.0,0.0,white
CqdNifkBlSeqLGgHf,40,40,0.0,0.0,white
C93Fwo1fUUW5rcivBc,40,40,0.0,0.0,white
C2nUYg2XCR92AKI2b,40,40,0.0,0.0,white
CLobMi136B0Bod6Dmc,"40,26","40,26","0.0,0.017472","0.0,0.844788",white
Cb3UpM2gt8nbLsryZb,40,40,0.0,0.0,white
C3URIi1mVvhrxlpDt2,40,40,0.0,0.0,white
CYFVoz1TP4WZabTjq4,40,40,0.0,0.0,white
Csq6dh4h89EVKtVFca,40,40,0.0,0.0,white
C9X7Rv3eLttabVVXNe,40,40,0.0,0.0,white
CNVxpD16PEc2ZRoJj1,40,40,0.0,0.0,white
CN9S4gf4li4F9W4d7,40,40,0.0,0.0,white
CdW0mk4ZBQS2srNtQ4,"36,554,554","36,460,270,28,405,61","0.0,0.112141,2.375903","0.0,0.403868,0.0,0.0,0.25884,0.0",white
Cy7vQgyG1O0Lc4AEl,40,40,0.0,0.0,white
C8Cs0q4u73KXmOiAHk,40,40,0.0,0.0,white
CsQvNn2NjHNehcH8C8,40,40,0.0,0.0,white
C01wpE1WGu357lCC5,40,40,0.0,0.0,white
CMPdNR1TQywMxQo5Da,40,40,0.0,0.0,white
CWRpgW1H8gPkcKhQD6,40,40,0.0,0.0,white
Cn7H5r437fCh07t4Wc,40,40,0.0,0.0,white
CUZfay47tKvTPLwWak,40,40,0.0,0.0,white
CYinwq3diBlTaGPix1,40,40,0.0,0.0,white
CtJbcC26mLCKU355if,"40,192,1184","40,1840,24","0.0,2.670906,0.003696","0.0,0.649968,64.998194",white
CXKP3P2iCRB7L4W0ek,40,40,0.0,0.0,white
CBpj8n45vCkRrk1e0b,40,40,0.0,0.0,white
Cw9f2v33A6BEm4miQl,40,40,0.0,0.0,white
Cz6obp23OLXtxKfgKi,40,40,0.0,0.0,white
C9shva4INfQnFAw7Lk,40,40,0.0,0.0,white
C0tHVP1WDjLlyU0Y95,40,40,0.0,0.0,white
C4edak9B2e3sNSxhj,40,40,0.0,0.0,white
CKcMpr3609OQWRG5S6,40,40,0.0,0.0,white
C7tjWdCjyQNpGwhTi,40,40,0.0,0.0,white
CHjgVg42fdcB4g7Whc,"40,456,352","40,1136,6152","0.0,0.039457,15.451837","0.0,0.036333,0.03779",white
CqJYQN3nmjXFmld7bj,"40,1472","40,888","0.0,0.062328","0.0,0.046673",white
CcYOak2JCYi2mFPINb,40,40,0.0,0.0,white
CaGg5YKBO8cCN0M52,40,40,0.0,0.0,white
CktvD01DLFWXhP4eP9,"40,1048","40,416","0.0,0.048055","0.0,0.022399",white
C2qqiv1TtAFBHXbB42,40,40,0.0,0.0,white
CiMNhFdOqRIilwzV5,36,36,0.0,0.0,white
ClDAmZ2EMsSYHGUqo9,40,40,0.0,0.0,white
COc2rH3SjR5NI0vIol,"64,288","64,640","0.0,0.005084","0.0,0.185656",white
CjNkpM2TwsdMxXTw06,40,40,0.0,0.0,white
CqrTQN33GoOh6Scxe2,40,40,0.0,0.0,white
CAeBn74QqecBkLOtSk,40,40,0.0,0.0,white
C6GJq33RIBDJytQov2,40,40,0.0,0.0,white
CgFJuzb99TrlMKqJd,40,40,0.0,0.0,white
CIhv7r4v5ZlkRyqGc3,40,40,0.0,0.0,white
CehQ131rUi4DmKEiPl,40,40,0.0,0.0,white
C8fepqhjyTzn1uyMk,40,40,0.0,0.0,white
CCiQwR2lHN4vNmUbRi,40,40,0.0,0.0,white
CPvfa3WSm601KzPBg,40,40,0.0,0.0,white
C9NcHH3NbE9i1XK8nl,40,40,0.0,0.0,white
CtXf6FQy5EQKihcB3,40,40,0.0,0.0,white
CiEuenyNsy5V6xwdf,40,40,0.0,0.0,white
CNalsl4EktrBh3wjea,40,40,0.0,0.0,white
CvUvwj2HF28iXSgv9d,40,40,0.0,0.0,white
CyzyrD4Y6idzKiu0zl,40,40,0.0,0.0,white
CbEyic3qKt5f5dGN13,40,40,0.0,0.0,white
CkjY9L3xyJdoQTT044,40,40,0.0,0.0,white
CJ88ZE1tvXue4CKmLd,40,40,0.0,0.0,white
CcdXS21GUT6wtXh60f,40,40,0.0,0.0,white
CrEIdxhh7nh2YaCo,40,40,0.0,0.0,white
CQXhlF2E0f1GjCgzk1,40,40,0.0,0.0,white
CWtNwu1ETS2g5JN4Tb,40,40,0.0,0.0,white
CPwRDM3REHKVoN6yjg,40,40,0.0,0.0,white
CIOQ8V11HqdvhwIvwj,"36,553,537,555,565,565,567,564,564,550,549","36,396,2078,459,407,28,461,30,6243,28,396,1995,396,1707,396,1840,397,9958,396,2698","0.0,0.056754,0.029875,0.687481,0.550433,0.068209,0.018769,0.204552,0.893145,0.163118,0.370633","0.0,0.503196,0.000038,0.262592,0.0,0.0,0.262037,0.0,0.000748,0.0,0.260825,0.000031,0.261506,0.000048,0.261176,0.000033,0.261362,0.001323,0.260864,0.762723",white
CANoL61arTwNvWQHY5,"36,565","36,399,15509","0.0,0.055346","0.0,0.531347,3.096997",white
Cl4bxa4P1Fnz8d1dM3,40,40,0.0,0.0,white
CYafO4fvCxoXmaG06,40,40,0.0,0.0,white
CpT6sQ1wKawxzsRjE6,40,40,0.0,0.0,white
Cwsxx335rKAxoyMfQh,40,40,0.0,0.0,white
CY4YFN1T90WgsdvsXl,40,40,0.0,0.0,white
CsmQxq3hoamaLc1Tt8,40,40,0.0,0.0,white
CcW4ws2h07xP7cBp7c,40,40,0.0,0.0,white
CaYtk93z3MApdH0BR2,40,40,0.0,0.0,white
CMabeQ3w0BkqDVjadj,40,40,0.0,0.0,white
CxgNbA3KcOS0hAv4lf,40,40,0.0,0.0,white
CiQ5aU1xOqWfko3cN6,"40,1048","40,416","0.0,0.044455","0.0,0.022085",white
CJ67Q8s8t9uzk7761,40,40,0.0,0.0,white
C8gQdG4cafcnA1wZr1,40,40,0.0,0.0,white
C9bCZi1jFffwcnSJl,64,64,0.0,0.0,white
C0JzUKJ3LOzD7XU7j,"40,536","40,16408,7400","0.0,0.127459","0.0,0.004662,0.001972",white
Co0L282wmk8HZkoW1g,"40,664,584","40,16408,16408,4864,12824,24","0.0,0.217271,2.060459","0.0,0.052474,0.044591,0.001685,0.093294,64.952959",white
CVDjmv21dJbNl3Vfh1,"40,600,736","40,360,4120,1136,1040,4120,1224,1336,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120","0.0,0.054656,12.262927","0.0,0.050911,0.000606,0.000824,0.045006,0.001112,0.000014,0.000017,0.000031,0.044892,0.000327,0.001135,0.000033,0.000816,0.04362,0.000047,0.000972,0.000031,0.000967,0.000032",white
Cg9jHYhEYcYc9J4Ok,40,40,0.0,0.0,white
CMyXyd14ewiauFnfRj,40,40,0.0,0.0,white
CPjtLrPejLssnqeJd,40,40,0.0,0.0,white
Ctu4j72faZOJ6zs9lb,"40,26","40,26","0.0,0.003477","0.0,0.18652",white
CvAPT73cdRWljc4jT6,40,40,0.0,0.0,white
CeB2xD138E0exwuG9g,40,40,0.0,0.0,white
CNPYtW33AsMMcD9kb8,40,40,0.0,0.0,white
CO19lH3i2Dgqnf3p4f,40,40,0.0,0.0,white
CSX3qL3dqnw6SUmLW2,40,40,0.0,0.0,white
CojKCe1RyMbSrZyuTa,"40,224","40,432","0.0,2.200267","0.0,0.278548",white
CJ68bC21vIvAm7jB7f,40,40,0.0,0.0,white
CCGF7E1Rbi2rUeoQ75,40,40,0.0,0.0,white
Cclrl818LW5n6s0Kcl,40,40,0.0,0.0,white
Ce17QaZTujXXkyw9,40,40,0.0,0.0,white
CndVPz2AvyjW8kDAxl,40,40,0.0,0.0,white
CwhQrK2Ym8gKC1VkI3,40,40,0.0,0.0,white
CveGSv1L9PdITsoGic,40,40,0.0,0.0,white
CAtql915yywHtkjz62,40,40,0.0,0.0,white
C2mbIG3zD8wka4V7R7,40,40,0.0,0.0,white
CXBWdA1RwFqa50PjB7,40,40,0.0,0.0,white
CKaiZB1NA1Zlv3JU5a,40,40,0.0,0.0,white
C3w3VEQiH1M7CsW83,40,40,0.0,0.0,white
Cglr194P0IZAOtGz8a,40,40,0.0,0.0,white
Ct6ACy4V6msZRb140c,40,40,0.0,0.0,white
CLOeP428rEofM0Jjc,40,40,0.0,0.0,white
CTd6QJ2fkFVS0Jv0ah,40,40,0.0,0.0,white
CFHGpL2pB2oZS3RLAa,40,40,0.0,0.0,white
C5jpR225xxCCYe7Qb9,40,40,0.0,0.0,white
CKf88E4vrwe0vYRbYj,"40,832","40,1312,24","0.0,2.371141","0.0,0.325787,65.003313",white
Cf7uiv4aO85hvTncPd,40,40,0.0,0.0,white
C3bXNe21tLvBZkyfv9,40,40,0.0,0.0,white
CLUwoi4T9tEPBqk0j5,40,40,0.0,0.0,white
CXeoN216ivC1Q0jeY2,40,40,0.0,0.0,white
Cq4QAf4mHHT9vdJNSe,"40,312","40,192,32,24","0.0,1.16723","0.0,0.02249,0.000078,15.000592",white
CWqk7H2BnpSxQeyHkh,"40,448","40,24,4120,24,4120,24,4120,24,4120,24,4120,24,4120,24,4120,24,4120,24,4120,24","0.0,2.184366","0.0,0.050629,0.000052,0.0,0.003147,0.000797,0.000035,0.0,0.000963,0.044268,0.000321,0.0,0.000042,0.0,0.001403,0.0,0.000029,0.0,0.000975,0.0",white
CsVQo92F7B1vxIytz7,40,40,0.0,0.0,white
CK1SjEwGtOHSyqv2i,40,40,0.0,0.0,white
CT5tdn2gqHpn2vmaVh,40,40,0.0,0.0,white
CmIjIj4iasGbjYPxck,40,40,0.0,0.0,white
CSL0HB38l5Dg13JLYf,"40,26","40,26","0.0,0.005572","0.0,0.200422",white
CiZghTZdiO7J0zUmd,"40,440","40,1488,15048,16408,14304,2168","0.0,0.107379","0.0,0.005904,0.002217,0.00283,0.00168,0.000015",white
CInIWg1Ca2bUSOIT6f,40,40,0.0,0.0,white
CdIFfb2yS1AJz48OCh,40,40,0.0,0.0,white
CBu0fB05ZpjIEwjvk,40,40,0.0,0.0,white
ColAh71VoanlJaKnr8,40,40,0.0,0.0,white
CaClbf4eeSlEh9tBGd,40,40,0.0,0.0,white
Cd7w24NMfdjQvbhrb,40,40,0.0,0.0,white
CaaRK61XTP3WZiFwS,40,40,0.0,0.0,white
Cpw3rrbZjaB0KNOuk,40,40,0.0,0.0,white
C2zF001Q4goaOzHwPf,40,40,0.0,0.0,white
CjA9ta447K89Snp7e,"40,264,272","40,208,7288,7288,7288,7288,7288,4568,104,2864,4408,7288,7288,3008,1296,216,7288,7288,7288,5960","0.0,0.749442,0.030206","0.0,0.23206,0.228327,0.231995,0.001252,0.229722,0.001266,0.000052,0.0,0.000938,0.000048,0.000726,0.224136,0.001114,0.0,0.000019,0.000994,0.225557,0.001163,0.000999",white
CoJDiI35lftH2699Sh,40,40,0.0,0.0,white
Cz0CJmF8qPY5xGZnj,"40,832","40,1312,24","0.0,2.505836","0.0,0.511852,65.002991",white
CqfMUF4dEaBjARNIce,40,40,0.0,0.0,white
C0b9bC4ONQ1vAz4zU9,40,40,0.0,0.0,white
CAe2Tt1iXY3wNwmYTh,40,40,0.0,0.0,white
CxjvxG46a5O1HYupu7,40,40,0.0,0.0,white
CkjXp43Je6JZyrDDN8,"40,440","40,15680,16408,856,16408,14952,2928","0.0,1.871222","0.0,0.010098,0.00199,0.000013,0.002982,0.004031,0.001655",white
C8tdag4qnZQUnhPnvh,40,40,0.0,0.0,white
CfrlnU3Bt6TAUibxQ,40,40,0.0,0.0,white
Ccl5PS3j0tDGHiBghe,40,40,0.0,0.0,white
COwXrJ9jS7v8ymqi6,40,40,0.0,0.0,white
CuCWkx3DfcRsmqaIAl,40,40,0.0,0.0,white
C3GtjvVPsRzI6SQpb,40,40,0.0,0.0,white
CriMTkjQsXiBBGhyb,40,40,0.0,0.0,white
CdREo5nKxO1EPgb5,40,40,0.0,0.0,white
CP4HK43gjDXx19Hka5,"40,440","40,16408,128,16408,6592","0.0,0.336037","0.0,0.011478,0.0,0.00318,0.000065",white
CVMfpI1Htl831Bw7hh,"40,1048","40,416","0.0,0.044418","0.0,0.023414",white
CGyzo21QHNPGaCXQn6,40,40,0.0,0.0,white
CIJ0qd4hAQwYyZFi64,40,40,0.0,0.0,white
C9nZi3nAM2c3UOr18,40,40,0.0,0.0,white
CKWupb1Y76MLZ9bewk,40,40,0.0,0.0,white
Cr31Fy42RtnhOTn0u7,40,40,0.0,0.0,white
CaFcJz1S416meUHqZj,40,40,0.0,0.0,white
ClyETq2C7JAJrzwbT5,40,40,0.0,0.0,white
C6FGJz26yUzSBFccqj,"40,832","40,1320,24","0.0,1.923011","0.0,0.292418,65.000436",white
CA2lCF1IUgy5ONZC2g,"40,26","40,26","0.0,0.002742","0.0,0.189272",white
CTt5ew484PSCEpCBzh,40,40,0.0,0.0,white
CsJiNk3CfPEJMeWWi,40,40,0.0,0.0,white
CkQLrVYUIS65azxU1,40,40,0.0,0.0,white
CHuvm94ZfLqKQcmOEd,40,40,0.0,0.0,white
C6IUcn2H28uLWQU5J4,40,40,0.0,0.0,white
CRAQvA3MV7S2AS82w,40,40,0.0,0.0,white
C0q71H2pto9xsv0N07,40,40,0.0,0.0,white
CEGqcaZMBskoBtH3,40,40,0.0,0.0,white
CM4dg84QAMVzX7GUMi,"40,440","40,13696,16408,2840,16408,10976,16408,10976,6696","0.0,0.200374","0.0,0.009924,0.004961,0.000033,0.003711,0.002321,0.066394,0.004251,0.000072",white
CDoUSr1wzZdQz0oa3i,40,40,0.0,0.0,white
CZldE227vUoRFh0Yvd,40,40,0.0,0.0,white
CoYw574UBNlzuy3pSl,40,40,0.0,0.0,white
CNZ2gB3UaGU4mS1z61,40,40,0.0,0.0,white
CmpcRW2kExiwNzrPTa,40,40,0.0,0.0,white
CjlEe63yBvpaEMW1ld,40,40,0.0,0.0,white
CIaDWU1sI924eFPd2j,40,40,0.0,0.0,white
CXupV6420KD5orDxe5,64,64,0.0,0.0,white
CJ2FdfnJJqXyVe2l6,"40,440","40,16088,2640","0.0,0.49296","0.0,0.012116,0.001922",white
C6x77ZGKUMU6i1Imf,40,40,0.0,0.0,white
CqmnoB1XFebVWAPX72,40,40,0.0,0.0,white
CB2sDT1NwMubHEBgVd,40,40,0.0,0.0,white
CIWg0k4zq3ZRq8T0Zb,40,40,0.0,0.0,white
CUXPtW2O9ZOj0Bm4dg,40,40,0.0,0.0,white
C9t0Np14m04JUrS8tj,40,40,0.0,0.0,white
CvUc7x19hFbxo4aN5c,40,40,0.0,0.0,white
CH4FVi3uMsXWFAFz8i,40,40,0.0,0.0,white
Cl9HnM1DnXsTQNuJ81,64,64,0.0,0.0,white
CJu1P6hU2Uau26Ur2,40,40,0.0,0.0,white
CBGjlT3VITiEmjKSL5,40,40,0.0,0.0,white
CRLdUA3oSVh08FdVr,40,40,0.0,0.0,white
CrzHFlGQLtWogEz3g,"60,529,801,716","60,4020,116,44,4020,4020,2204,319,319,22","0.0,10.277518,8.033349,7.596229","0.0,0.024702,0.000284,0.0,0.001683,0.000323,0.014932,0.026736,0.027948,10.000242",white
CjpvWK3Zcju1zyWSLl,40,40,0.0,0.0,white
CXiNsx14Gtke9ZFxbi,40,40,0.0,0.0,white
CssM304aLPFsyrSwjh,40,40,0.0,0.0,white
CG8bMh174TazZmtZn7,40,40,0.0,0.0,white
CSVUqO3YzjBQCa0U8i,40,40,0.0,0.0,white
CfJ0254UREuozDgNJa,40,40,0.0,0.0,white
C0iUU81nZ7uRYcx9B5,40,40,0.0,0.0,white
C3RVLU2cRKNfZLuba9,40,40,0.0,0.0,white
ClDwYO3xEA9v5WdJ42,40,40,0.0,0.0,white
C217rZ2ZpGhDsnDy1b,40,40,0.0,0.0,white
CvYBw14viC78LMrF2a,40,40,0.0,0.0,white
CE71zn2xAMZ010EMWc,"40,392","40,2576,32","0.0,5.737055","0.0,0.033002,0.0",white
CCNRbs3FFkl3VmLTmb,40,40,0.0,0.0,white
CLK8Ei4rIZX4HhDib8,40,40,0.0,0.0,white
Ccsh9D3ptBTjoQXgP1,"40,832","40,1312,24","0.0,2.287621","0.0,0.373373,64.997408",white
CfhzPX242Jk2dJ6CQ4,"40,26","40,26","0.0,0.006093","0.0,0.229417",white
CHzmUF2XouWEAIvH39,40,40,0.0,0.0,white
Cudqqi47wikmuNNNek,40,40,0.0,0.0,white
CK2oJm2AhFOxpkXZ5c,40,40,0.0,0.0,white
CP492U343HTElgoVJc,40,40,0.0,0.0,white
CTctOyQaiIcWsaiKh,40,40,0.0,0.0,white
Cll6fM3SFI7rTXW9Xb,40,40,0.0,0.0,white
CROTPOjGnz6ADrHvi,40,40,0.0,0.0,white
Cf1DLc4GIBh7F8hGli,40,40,0.0,0.0,white
CYZCpe3aAublRBZiFe,40,40,0.0,0.0,white
CehLGZ29WxBJJaST8,40,40,0.0,0.0,white
C8WQan1ggdwMyRYJ1,40,40,0.0,0.0,white
Co2Kkj4dlmQ0C388X7,40,40,0.0,0.0,white
CneVpN1yTojXdnhthh,40,40,0.0,0.0,white
CC0VZwSXzTRuj1Kzj,"48,32,208,32","48,1712,32","0.0,0.030403,0.0,0.050592","0.0,0.255371,0.0",white
CJH7sZq1owTpHVuIl,40,40,0.0,0.0,white
CB0zP91KPruwjdCUP3,40,40,0.0,0.0,white
CJX2Vq27wAytvXTx5,40,40,0.0,0.0,white
Cz4gQy2V9tQSa5JXg7,40,40,0.0,0.0,white
CmjEIu22OjDElgiBmg,40,40,0.0,0.0,white
C18l0943BpjrC0JvR6,40,40,0.0,0.0,white
C9mUvB3wuVzZasaah6,40,40,0.0,0.0,white
CYaRIS1N9ajNGWKiy6,64,64,0.0,0.0,white
CJ3eGXmo31ZiFptaa,40,40,0.0,0.0,white
CeiaOw43BqYyC64ea7,40,40,0.0,0.0,white
CKB8NM1QbxRXIjDyej,40,40,0.0,0.0,white
CA9csz39bsuVZ5C1H2,40,40,0.0,0.0,white
CgFyrw22yn7qceTRDc,40,40,0.0,0.0,white
C4UmjPO7VEcBmR8W7,40,40,0.0,0.0,white
CzWbbi4fxUEY9Mc3xf,40,40,0.0,0.0,white
CQqFbQ1x3FvcEWQJl,40,40,0.0,0.0,white
CM4B7O3od3MLgt3rNk,40,40,0.0,0.0,white
Ch2p412Du6t8uk2fl5,40,40,0.0,0.0,white
COhQWq3qa0WKjYjYSf,40,40,0.0,0.0,white
CkgCwm1dE4wv17Kzac,40,40,0.0,0.0,white
Cmu2pD4GI48aSZ3hw8,40,40,0.0,0.0,white
CD8uMPhyxy9bAQxlg,40,40,0.0,0.0,white
CtJDDu2kggrzzr3pJ7,40,40,0.0,0.0,white
CdHLIW2VcGuKBW1TX7,40,40,0.0,0.0,white
CUUsZ62mW2Mo5GveQ3,40,40,0.0,0.0,white
Cf5BNm1rM6O39Quhm4,"40,26","40,26","0.0,0.002701","0.0,0.846048",white
CROWuI2aJEeB5EISs4,40,40,0.0,0.0,white
CzXu3R2wfhDWwubhDd,40,40,0.0,0.0,white
C3PRp11IF3LtMxvjF4,64,64,0.0,0.0,white
CV3vmw2rLuiSTL3F1b,40,40,0.0,0.0,white
CiNm1C3g55JDvPtLc5,64,64,0.0,0.0,white
CpiNgY2zyQEGJEWgR7,40,40,0.0,0.0,white
CzPbRg3htGUPX2usqd,40,40,0.0,0.0,white
CHHmfW3uSyr06vm7Y2,"40,256","40,384,24","0.0,0.051314","0.0,0.2929,65.002003",white
CSyRdn3OGXiQpA6Pii,"36,594","36,4020,97,4020,4020,1035","0.0,0.019439","0.0,0.026482,0.0,0.000731,0.000946,0.000014",white
CnOzg41FUensx1NXg5,40,40,0.0,0.0,white
CwlR2918mj3ioCQBl1,40,40,0.0,0.0,white
CK0dPpYBVzJQC8se9,40,40,0.0,0.0,white
CT74IJLImOpF8Bi1h,40,40,0.0,0.0,white
Cu2ElU3nsWHJ0nSOlc,40,40,0.0,0.0,white
CHNRns41aDToeJFf2c,40,40,0.0,0.0,white
CpWVISrC83onERZ4,40,40,0.0,0.0,white
CP7Hll1DEoK66NHEW9,40,40,0.0,0.0,white
CAOBvZ25UdPZ1UVTX6,40,40,0.0,0.0,white
CgeIu2G9sLzaXm6oe,40,40,0.0,0.0,white
CYHhGz4kygX4Xb9vq8,40,40,0.0,0.0,white
CD3OjL2TESRht3h7Rc,40,40,0.0,0.0,white
CspfPi2cX0SgKQEU1k,40,40,0.0,0.0,white
CNPW94mESKmiL6r12,40,40,0.0,0.0,white
CmVSTE1PyoAzyDA778,40,40,0.0,0.0,white
CPcCuL1TvUdYoBDB43,40,40,0.0,0.0,white
C2j6TwxIs5eCaE6e9,40,40,0.0,0.0,white
Cpt23yd8ACOnPCNa9,40,40,0.0,0.0,white
C7wpaI6CSjLB07DI4,40,40,0.0,0.0,white
CFvzmWIV7yaaaVS48,64,64,0.0,0.0,white
CB8wk6zSViAWD9BP5,"40,1048,1048","40,416,416","0.0,0.027108,0.903366","0.0,0.02682,0.026262",white
CbgQhQ1Q1DwdRx7tQi,40,40,0.0,0.0,white
CdOOtg2eWHjhYrP3kl,"40,256","40,384,24","0.0,0.048746","0.0,0.248869,65.00232",white
CnlStD4BmfCPI7LeV,40,40,0.0,0.0,white
CgAsjH1pbKDXnAprQi,40,40,0.0,0.0,white
C3c9LKw2MYiBtYtNa,40,40,0.0,0.0,white
CZ52vI2wqWKOZuawz2,40,40,0.0,0.0,white
Cf4iDA197cYhiCVlZ3,40,40,0.0,0.0,white
CoK8Pc3cl2sGQBw5e,40,40,0.0,0.0,white
C9Y63X1uA0pOxwxhq5,40,40,0.0,0.0,white
CJOlJe4wawicQijaod,64,64,0.0,0.0,white
CqA1rC2wXqAjo9T9R8,32,32,0.0,0.0,white
Cb3Swc3A3DrU8EWX94,40,40,0.0,0.0,white
CZwXeW3LRp47l2hF87,40,40,0.0,0.0,white
CxCdvo1rRpzJWatl9,40,40,0.0,0.0,white
CEisTS1S7khch094Nc,40,40,0.0,0.0,white
CiLxOa3ftas0n70oo6,40,40,0.0,0.0,white
C7yoX94zGojyXKm3d6,36,36,0.0,0.0,white
C9huy63RzXuX6Iwxd4,40,40,0.0,0.0,white
CA5q3o25E8we7OGE4,40,40,0.0,0.0,white
CJ7aXA32TbeczUkFWl,"36,698","36,265,22","0.0,0.1092","0.0,0.029798,2.001253",white
Cj5ZINfyw0hnWtS13,"40,1048,1048","40,416,416","0.0,0.047194,0.912951","0.0,0.023177,0.023487",white
C4TZae4haxRHieXan9,40,40,0.0,0.0,white
CDeVcz22M1q07MO6Hk,"48,32,224,32","48,688,32","0.0,0.035614,0.0,0.026947","0.0,0.238559,0.0",white
CzwhRLnU8XpAN4tA7,40,40,0.0,0.0,white
CsablT3uLEM5FEeSHd,40,40,0.0,0.0,white
Cc90uHW7fe0S50hcc,40,40,0.0,0.0,white
Cgm1ib4BRZwvaXvGJ1,40,40,0.0,0.0,white
CAKWXa1mrMfkJfIKG4,"40,26","40,26","0.0,0.078042","0.0,0.827893",white
CXHINw3353aM2Wb1Ag,40,40,0.0,0.0,white
Cm6mlW1AnMZddUw59d,40,40,0.0,0.0,white
CzFQR11ElGyomVONEb,40,40,0.0,0.0,white
C0vylX2EDpzuJaRc21,"40,296","40,288","0.0,0.065857","0.0,1.051406",white
CsXQAtG68EoaAnaY7,"40,704","40,928","0.0,2.289286","0.0,0.14298",white
CHcgfs64JeiZlMapc,40,40,0.0,0.0,white
CwpWsmBaG1vc1b4jc,40,40,0.0,0.0,white
CEbeqg3qt4Hj7Ncw1i,40,40,0.0,0.0,white
C5GlBS3ukoUB1FN38,40,40,0.0,0.0,white
CncNWX1ue4bcDBGkjg,40,40,0.0,0.0,white
CTOKQz2jHADYjehzi2,40,40,0.0,0.0,white
C7iluA1CtHcK0qDD62,40,40,0.0,0.0,white
CqH0K21ebVQaUnxdPd,40,40,0.0,0.0,white
CVngXz4bfQmcwxY3o,40,40,0.0,0.0,white
C0cOy420uF5mm3YS39,"36,558,555","36,460,356,28,405,61","0.0,0.050467,1.899809","0.0,0.541864,0.0,0.0,0.276923,0.0",white
CyEV332kUX4040pdFa,40,40,0.0,0.0,white
CGhOQ9nKL7v1Uqkmd,40,40,0.0,0.0,white
CJvfXOewo7osfyDKc,40,40,0.0,0.0,white
C1UcBG3SYPgpg9H6Gf,40,40,0.0,0.0,white
CAFl2a3GtlNPBVkcF7,40,40,0.0,0.0,white
CRl2m73jYSOwSyVIw6,40,40,0.0,0.0,white
C8HIEx1ML7JovIrFp6,40,40,0.0,0.0,white
CAuQF3MROhf6FYXBd,"40,26","40,26","0.0,0.006533","0.0,0.195209",white
CAglWl4qNhmSLRnTV7,40,40,0.0,0.0,white
CALxt52i43axTIl7zi,40,40,0.0,0.0,white
CukJpd7DYLBLeNuG7,"36,607","36,339","0.0,0.025465","0.0,0.027579",white
