uid,orig_spl,resp_spl,orig_spt,resp_spt,label
CGjRY2tedjAgpk84k,"40,563,563,508,765,777","40,499,499,5966,7323,15096,26","0.0,2.375802,4.020106,3.16825,1.436846,0.165301","0.0,0.021195,0.027409,0.026277,0.156602,0.604713,4.55247",2-win
CXArSci7HRAwxjS22,"64,48","64,48","0.0,4.825338","0.0,0.021863",2-win
CaP4Vf2MsdTaAWZwnc,"40,26",40,"0.0,4.831972",0.0,2-win
CUO5uaD1DXzSG7vO9,"40,733,1014,615","40,16408,16408,8475,871,377,26","0.0,0.004702,0.844023,1.549988","0.0,0.084791,0.025476,0.004225,0.025928,0.380196,4.957947",2-win
CkFXag1qzPaBXCXUO5,"40,458","40,564,26","0.0,5.388032","0.0,0.070395,15.811247",2-win
Calpof2s19stIfb334,"64,416","64,560,48","0.0,4.233086","0.0,0.210691,17.146826",2-win
C385qb4MaQc1NNaBnj,"64,48","64,48","0.0,4.793959","0.0,0.00928",2-win
CaoRXo36elmI4y6jRd,"64,656,496,448,448,464,448,48","64,2112,240,240,240,240,240","0.0,0.009808,3.158506,1.575408,3.912477,0.804925,0.278584,15.330008","0.0,0.097807,0.05039,0.040714,0.038011,0.04208,0.049408",2-win
CTNx85SPl4PeXlnh,"64,448,448,48","64,240,240","0.0,3.260713,6.693202,15.337004","0.0,0.044331,0.04383",2-win
C30XDo1LTLN6DosRV9,"40,416","40,3684,26","0.0,0.015492","0.0,0.042468,4.974878",2-win
CXiBhMHiPQTOlElxk,"64,416,448,48","64,352,240","0.0,3.002385,1.115586,15.553715","0.0,0.043234,0.080121",2-win
CRaNtpb9lPURo3mQ,"64,448,48","64,240","0.0,1.60684,15.679568","0.0,0.051887",2-win
Ccuv9t4HEcTUIrOE68,"40,432,508","40,2762,9826,26","0.0,0.130412,0.628193","0.0,0.027157,0.125092,4.90706",2-win
Caz7Vb37GO7oExuore,"40,508","40,10405,26","0.0,0.812358","0.0,0.181883,4.847635",2-win
CXg2ih3eGqRvpxnbd7,"40,508","40,8996,26","0.0,0.785717","0.0,0.125887,4.907006",2-win
CKPKS12YUFs4JHnVm2,"40,508","40,4759,26","0.0,0.794796","0.0,0.214615,4.849908",2-win
CNTHQDiknb5ydjUu8,"40,417,488","40,5238,8029,26","0.0,3.633993,1.181478","0.0,0.044069,0.204671,4.885774",2-win
CGyTC43IBAXqAaxF8i,"40,432,432,501,501","40,16408,16408,16408,16408,16408,11577,16408,5394,16408,16408,16408,16408,16408,16408,2568,16408,16408,16408,16408","0.0,0.006998,0.068862,0.704565,0.003688","0.0,0.09755,0.018589,0.027298,0.003067,0.020332,0.000276,0.112936,0.001908,0.060173,0.028318,0.018685,0.041059,0.035673,0.040109,0.007683,0.173907,0.007619,0.016181,0.014002",2-win
CIpnB24iy2gC9ILzX,"40,26",40,"0.0,5.581151",0.0,2-win
CPBgdF1XyH8riBiYV2,"64,48",64,"0.0,5.418955",0.0,2-win
CDG99p1XslQqOhQn8,"64,480,496,48","64,640,688","0.0,0.027807,0.116227,20.667323","0.0,0.042217,0.037553",2-win
CVLbLjyJAHOKk8BD6,"64,416,464,752,480,464,48","64,656,1136,800,640,624","0.0,3.812186,0.122074,3.986038,0.066371,1.872381,21.110518","0.0,0.046481,0.046408,0.060075,0.045992,0.046289",2-win
CJ7mwRxJELVLRuNGj,"64,544,640,848,608,640,672,544,48","64,464,1120,2240,336,464,464,464","0.0,0.000939,2.289361,0.731045,0.352654,1.872834,4.573401,14.284406,15.899038","0.0,0.115291,0.050495,0.039639,0.059599,0.054283,0.050722,0.092863",2-win
C5v0UT4D5h1hOZya3,"40,429","40,342,26","0.0,4.424463","0.0,0.113041,29.969804",2-win
CmCf2f1xGFKWLfYBsj,"64,416","64,560,48","0.0,4.586706","0.0,0.11858,28.861108",2-win
C7PbPL3hZTw2JNudel,"40,603","40,684,26","0.0,2.599961","0.0,0.039724,34.538502",2-win
Ch7nYF1byTSqlIcvZ2,"40,489","40,521,26","0.0,5.811826","0.0,0.025132,29.999293",2-win
CW7k6TfGSuBrzUUFb,"40,464","40,423,26","0.0,3.800452","0.0,0.045305,35.541813",2-win
CZRrxXCkP7VgPiKHj,"40,423,26","40,16408,16408,16408,16408,16408,16408,16408,16408,10017","0.0,1.493695,55.479193","0.0,0.03532,0.010803,0.021457,0.029638,0.009581,0.017745,0.010123,0.01006,0.005391",2-win
CNWMNs1hDETMg3jC0f,"40,411,587,439,26","40,2932,1014,8524","0.0,0.824386,0.437371,0.271898,55.643909","0.0,0.013337,0.00984,0.02219",2-win
CZxJCE2eDBlmFN5nv4,"40,473,489,26","40,1663,4073","0.0,0.00101,1.722293,55.718953","0.0,0.030247,0.017862",2-win
CI3M1o3Z1DnVt9ABJe,"40,747","40,667,26","0.0,0.388726","0.0,0.029229,60.499284",2-win
Cs0ksF4v6KxJMyYrZ8,"40,486","40,572,26","0.0,0.810402","0.0,0.197017,60.717808",2-win
C2RtNm28SIPdqstZ,"40,475","40,602,26","0.0,0.597634","0.0,0.208703,60.970354",2-win
CzxkII2XK8dlYQmXl7,"40,469,494,560","40,437,904,328,26","0.0,2.115622,0.304606,20.919562","0.0,0.136557,0.04555,0.049287,60.367843",2-win
CAPfCO3KXRICDNdK58,"40,377","40,582,26","0.0,3.480601","0.0,0.029129,60.318883",2-win
CiNBT41LzAzRIOM8x,"40,348","40,421,26","0.0,3.407159","0.0,0.063218,60.026704",2-win
CegMTUz6ZEYOInApb,"40,387","40,365,26","0.0,3.42616","0.0,0.056109,60.868106",2-win
CBOGY23VzumfwSbYT9,"40,1596","40,789,26","0.0,5.425402","0.0,0.135122,60.150742",2-win
C4QWGS1a5EgETKi4d9,"40,443","40,750,26","0.0,5.857348","0.0,0.043387,60.961897",2-win
CiypFs2LZvePgNBA12,"40,1740","40,747,26","0.0,2.143297","0.0,0.129918,60.885846",2-win
CrniUBQ3KvzmB26v2,"40,567,636","40,940,760,26","0.0,4.329416,2.936613","0.0,0.325844,0.125588,60.74999",2-win
C8XD0N3QpSmAFvied6,"40,373","40,253,26","0.0,4.261028","0.0,0.055349,64.984842",2-win
CtdsS224rzXnwOAe6i,"40,428","40,315,26","0.0,3.590709","0.0,0.115714,60.953343",2-win
CTP2Xy24KwDW9ILUBd,"40,406","40,544,26","0.0,4.667617","0.0,0.048794,64.996274",2-win
C09YP14u7txJuASdEc,"40,714,780","40,1320,1302,26","0.0,0.726224,1.068353","0.0,0.043745,0.051637,60.908962",2-win
CipLU01NxvQQvQku6b,"40,878","40,272,26","0.0,0.618343","0.0,0.122969,60.977149",2-win
C1nELR1AwNnlCRbYG8,"64,544,48","64,6416,48","0.0,0.002439,100.524439","0.0,0.023958,0.007254",2-win
CoxyuF4RPWxxXzJWe2,"64,592,592,560,1232,48","64,336,336,704,688","0.0,0.007123,2.559854,26.812649,0.712016,100.799868","0.0,0.019101,0.02839,0.01432,0.020473",2-win
C6U5V74TjxnDSug6H8,"48,1304,1400,32","48,1360,320","0.0,2.370312,18.783513,115.536402","0.0,0.335271,0.049798",2-win
CZfgN8wExFKDqD3m3,"40,2234,2363,26","40,148,148","0.0,1.026205,20.204142,115.13788","0.0,0.6679,0.081305",2-win
CP5pSf4srmiX27Surl,"40,365,26","40,644,26","0.0,2.564209,115.022003","0.0,0.108483,0.024077",2-win
C2WxIUrG4Bv6pFPE8,"40,474,531,26","40,580,619,26","0.0,2.853781,0.342427,114.907469","0.0,0.06716,0.041719,0.009897",2-win
CZ5AF222Q89JOLmtge,"64,544,544,1120,1232,1232,48","64,9520,7216,688,688,688,48","0.0,0.082908,0.891575,6.059136,22.748761,23.890837,99.885182","0.0,0.026887,0.156292,0.017767,0.015576,0.050838,0.009821",2-win
CGtJk3f1WzF9eWiA6,"40,616,26","40,1151,26","0.0,3.432954,115.119261","0.0,0.076106,0.007489",2-win
CjBy8W1n86eVPpSwC7,"64,656,48","64,624,48","0.0,0.048995,100.081163","0.0,0.048355,0.012728",2-win
CceIei2py2Hrhc0UM4,"40,336,26","40,492","0.0,3.878906,114.794315","0.0,0.108389",2-win
C0aQuj1fcMDcUGnOM9,"40,1002,26","40,464","0.0,5.508629,115.182783","0.0,0.053656",2-win
Cb9q8fL0KsLzw6TCl,"40,490,26","40,878","0.0,5.654107,114.965115","0.0,0.05354",2-win
CxyXUE4NMROh25iHv7,"40,379,26","40,417","0.0,0.509027,115.02873","0.0,0.036919",2-win
Crxdhu3AyMD2yBWZUj,"40,737,757,26","40,16408,8646,16408,8216,453,16408,11138,16408,12144,16408,12144,16312,26","0.0,1.040289,0.159464,114.950194","0.0,0.036655,0.012864,0.031102,0.002927,0.0,0.04209,0.011454,0.020218,0.007722,0.068242,0.000258,0.000331,0.013923",2-win
C8AWUz4ua7DhXIO2x8,"40,158,206,33,41,41,41,41,26","40,64,33,16408,463,33,41,41,41","0.0,0.002127,0.001759,0.001835,58.661249,58.366414,58.222632,4.759422,0.01533","0.0,0.009227,0.06699,0.020979,0.0,0.0,0.011221,0.009623,0.020777",2-win
CUEkho4YLsd6ZZRvCg,"40,158,288,33,41,41,41,41,26","40,76,33,37,1524,8024,7380,1524,8024,6917,1524,8024,6917,1524,8024,3442,41,41,41,41","0.0,0.270157,0.00215,0.006552,59.202295,58.13955,58.200914,3.717242,0.010796","0.0,0.000974,0.010128,0.017374,0.001712,0.006815,0.016733,0.00006,0.002098,0.014495,0.000033,0.007113,0.001673,0.000083,0.000929,0.000609,0.016914,0.018454,0.016483,0.007506",2-win
Ccag2y3fRWIpUmtGQ5,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,1.88296,0.11171,59.514518,58.240603,58.197696,0.001938,0.002252","0.0,0.0,0.0,0.567813,0.008745,0.021585,0.021481",2-win
CfwewCbtF28HY1HFg,"40,158,33,340,41,41,41,41,41,26","40,51,37,33,251,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425","0.0,1.044066,0.016542,21.002922,0.049168,58.752866,58.25021,58.219167,0.030406,0.00434","0.0,0.00074,0.001491,0.011738,0.059178,0.000096,0.000127,0.000037,0.0001,0.000034,0.000031,0.00257,0.000127,0.000029,0.000033,0.000034,0.000032,0.000033,0.000031,0.002055",2-win
CxtSXu1P7UijBk2Zkc,"40,158,323,33,41,41,41,41,26","40,64,33,319,33,41,41,41","0.0,0.003102,0.000469,0.050957,58.683475,58.21574,58.187623,4.710545,0.007287","0.0,0.002291,0.043366,0.007996,0.003405,0.032053,0.032283,0.023094",2-win
C842IA3es0wK0ieGX5,"40,158,218,33,41,41,41,41,26","40,64,317,832,41,41,41","0.0,4.154646,0.000966,0.016248,57.992595,58.240168,58.187386,4.695082,0.023108","0.0,0.003923,0.03136,0.004281,0.009136,0.031512,0.041503",2-win
CS6GMZbbj038sQgg7,"40,158,745,33,41,41,41,41,26","40,64,33,708,41,41,41","0.0,2.485542,0.001171,0.084766,58.632923,58.23907,58.204371,3.679542,0.014776","0.0,0.014959,0.017875,0.258828,0.011107,0.015316,0.039421",2-win
CAV2UVWs8q44wut9i,"40,158,33,1354,41,1036,41,41,41,41,41,26","40,51,37,33,1169,1425,145,41,1006,1425,104,41,41,41,55","0.0,0.253031,0.037151,20.650587,0.002367,23.583933,0.002325,57.923624,58.194771,58.145619,0.001765,0.001311","0.0,0.002181,0.0,0.03499,0.052015,0.003398,0.0,0.0,0.052347,0.002406,0.006074,0.001316,0.023586,0.065411,0.10459",2-win
CGj8oT3piU9ormyjJe,"40,158,854,33,41,301,205,41,222,109,41,2206,41,218,91,41,516,41,831,41","40,51,37,33,1186,299,41,80,238,41,146,75,142,318,41,130,329,41,97,1425","0.0,1.298115,0.000597,0.049014,0.028743,1.609676,0.044911,0.00867,0.138996,0.002531,0.007677,0.007684,0.036527,0.489779,0.048253,0.057288,3.463907,0.04502,11.622238,0.06666","0.0,0.000503,0.0,0.008684,0.026434,0.000069,0.0,0.023366,0.0,0.0,0.02454,0.000086,0.038631,0.001171,0.00164,0.03191,0.0,0.0,0.045968,0.000736",2-win
Cbq4NZ2SZwEh4r1wrc,"40,158,1171,33,41,1090,41,967,41,41,41,41,41,26","40,51,37,33,255,311,41,68,202,41,68,154,41,41,41,55","0.0,0.833103,0.001657,0.024186,0.007294,19.599795,0.00191,23.239219,0.001998,58.716171,58.19978,58.215864,0.001402,0.002917","0.0,0.0,0.0,0.033237,0.048977,0.0,0.000606,0.05137,0.0,0.0,0.047052,0.00469,0.004111,0.020905,0.017044,0.02354",2-win
C2JGeB24a8Wm36Qbsl,"40,158,33,581,271,273,41,41,41,41,26","40,64,33,7149,33,8774,33,4139,4659,33,41,41,41","0.0,0.672467,0.01308,0.406866,22.666458,24.062303,58.027363,58.199489,58.158591,4.601255,0.006937","0.0,0.002755,0.01844,0.03596,0.0,0.023107,0.0,0.024116,0.002695,0.008073,0.019553,0.061199,0.118847",2-win
CSF5vt1kWY3b9ewstc,"40,158,450,33,551,530,242,475,164,147,478,41,41,41,41,26","40,76,33,37,1136,34,37,1524,46,1524,397,1524,2605,2478,34,37,1524,8024,7181,1524","0.0,0.003512,0.000349,0.009067,3.362227,1.242083,18.822369,1.939115,5.295946,17.323489,1.800155,58.344364,58.22035,58.228091,4.710323,0.003395","0.0,0.000545,0.019009,0.000988,0.115088,0.000524,0.024494,0.15794,0.0,0.000069,0.0,0.000097,0.000065,0.002555,0.0,0.015545,0.012161,0.002048,0.014776,0.000081",2-win
C5Gf3m1Av02VhyWlE9,"40,158,736,491,33,409,155,632,878,600,522,523,989,245,247,155,155,635,964,602","40,64,33,317,319,359,341,317,317,317,317,317,317,359,359,342,341,318,317,318","0.0,0.007428,0.000409,0.000886,0.001549,1.954954,6.077536,0.164206,2.088412,3.394254,4.164074,1.480395,7.988317,0.606866,1.936096,0.406082,0.024749,0.023609,1.86784,1.42514","0.0,0.000209,0.006821,0.007204,0.0,0.007999,0.031796,0.013252,0.026845,0.045859,0.019279,0.022032,0.010673,0.016529,0.021881,0.014141,0.011189,0.017136,0.015286,0.305464",2-win
C6oQ8O1WpwnUqSXAKk,"40,158,431,716,33,237,193,352,150,168,150,150,150,151,150,153,150,372,150,380","40,64,46,16408,16408,13973,33,583,585,1093,584,584,584,584,585,585,584,584,584,584","0.0,0.003333,0.000315,0.001125,0.02904,0.462208,0.005442,0.288227,0.016998,0.018295,0.004341,0.038894,0.053555,0.011396,0.057044,0.030611,0.00052,1.570121,0.051337,15.817985","0.0,0.0,0.013755,0.572561,0.004755,0.012775,0.0,0.018847,0.016555,0.026724,0.019076,0.021597,0.0,0.02547,0.014842,0.010154,0.018603,0.017788,0.013937,0.031071",2-win
CQweBK3QM96siyTh4a,"40,1087,26","40,497","0.0,0.658312,359.520173","0.0,0.060718",2-win
CQBwbRbGM4lyBURT,"48,1472","48,480,56,32","0.0,0.001915","0.0,0.066571,0.000865,0.000715",2-win
CEIGby2rTR8xTcuq1j,"48,1336","48,480,56,32","0.0,0.003284","0.0,0.036888,0.009652,0.0",2-win
CqnIw02m06AaBe7RBh,"48,1424","48,848,32","0.0,0.345308","0.0,0.039602,0.087467",2-win
CoBVYm4hOkrJyFvO2a,"40,175,26","40,51,37","0.0,0.003711,0.001866","0.0,0.01496,0.0022",2-win
CynL8Q1GoKHRNiJ3v8,"40,175,26","40,51,37,33","0.0,0.143275,0.009669","0.0,0.001024,0.0,0.013129",2-win
CgUtzf1bRn3W6sF1Th,,40,,0.0,2-win
CoOHD4QTZLnzJodph,"40,175,26","40,51,37,33","0.0,0.019215,0.133246","0.0,0.0,0.001745,0.023611",2-win
CDFAvt34sKINUfgVGk,"40,175,26","40,51,37,33","0.0,0.105663,0.550266","0.0,0.0,0.007313,0.014452",2-win
CPpRly1oTGFGXDKAAc,"40,175,26","40,51,37,33","0.0,0.116272,0.567242","0.0,0.003506,0.0,0.022197",2-win
Cjpz534iac5YrCebPh,"40,175,26","40,51,37,33","0.0,0.126214,0.559609","0.0,0.0,0.000912,0.015143",2-win
ClwjwS2w363RKLgnp2,"40,175,26","40,51,37,33","0.0,0.111633,0.57634","0.0,0.0,0.0,0.026828",2-win
Cpquy91PkQTJaywxga,"40,175,26","40,51,37,33","0.0,0.153212,0.602078","0.0,0.00374,0.0,0.016762",2-win
CXN5R01V6O8QMeWyt5,"40,175,26","40,51,37,33","0.0,0.149341,0.622629","0.0,0.000725,0.0,0.009051",2-win
CbopSB5YP4ZNoTjrk,"40,175,26","40,51,37,33","0.0,0.363941,0.486404","0.0,0.000247,0.0,0.011776",2-win
CkVYqN151Lq5DAika6,"40,175,26","40,51,37,33","0.0,0.374998,0.48745","0.0,0.000926,0.0,0.015721",2-win
CBi5Yl2a07wTEFKn6b,"40,175,26","40,51,37,33","0.0,0.347905,0.476344","0.0,0.000815,0.00021,0.014306",2-win
C60CAlWGV0JGIpLIh,"40,175,26","40,51,37,33","0.0,0.465626,0.516305","0.0,0.0,0.0,0.013634",2-win
C5Lmf62IfxuICghmWi,"40,175,26","40,51,37,33","0.0,0.396813,0.510035","0.0,0.003134,0.0,0.017649",2-win
C5Mcsh4FS6kc9MhxUh,"40,175,26","40,51,37,33","0.0,0.392723,0.505143","0.0,0.00249,0.0,0.012997",2-win
Cm4Z0d2I4GSWm79WLe,"40,175,26","40,51,37,33","0.0,0.421257,0.514524","0.0,0.000078,0.0,0.022134",2-win
CdI4cp4T6MXK8lBit1,"40,158,454,33,41,210,41,41,41,41,41,26","40,51,37,33,176,41,64,41,41,41,55","0.0,0.003964,0.001022,0.006544,0.002704,0.6629,0.001758,58.511159,58.137034,58.133298,0.001243,0.004665","0.0,0.017292,0.0,0.018995,0.024034,0.000933,0.05933,0.000166,0.019157,0.022115,0.014135",2-win
Cr1RZD4bFnUpXxec4h,"40,158,33,258,150,41,92,41,229,41,80,41,82,41,79,83,82,41,41,41","40,51,37,33,283,1425,538,41,75,1425,1425,1425,1425,637,141,1425,1425,1425,1425,1425","0.0,0.00435,0.002352,5.539013,0.010291,0.003938,1.563014,0.074779,0.209666,0.070206,21.025661,0.020668,7.171971,0.156002,3.407299,0.006093,0.008676,0.075194,58.466117,58.156489","0.0,0.0,0.0,0.04256,0.008012,0.000085,0.0,0.0,0.001564,0.008122,0.004163,0.000032,0.000028,0.0,0.016166,0.000584,0.002372,0.000528,0.000426,0.00249",2-win
CpUq4X1Bk7Wc30wK6g,"40,158,331,33,41,144,124,123,123,41,142,123,124,123,123,124,122,123,142,123","40,51,37,33,441,41,160,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,441,41,125","0.0,0.03702,0.000865,0.003335,0.006427,35.82675,0.023066,0.013372,0.004757,0.008635,0.032337,0.044507,0.017226,0.045499,0.023173,0.001449,0.001476,0.00537,0.029909,0.001667","0.0,0.006833,0.011111,0.048602,0.034802,0.000138,0.023437,0.000829,0.000041,0.00006,0.000295,0.0,0.008308,0.000036,0.000036,0.000031,0.001999,0.0,0.0,0.010052",2-win
CyD6k79oSj0wpqW0f,"40,158,392,33,41,231,41,41,41,41,41,26","40,51,37,33,365,41,327,41,41,41,55","0.0,0.519733,0.000408,0.054288,0.155506,14.604609,0.001578,58.30472,58.1454,58.132786,0.001436,0.001438","0.0,0.00006,0.0,0.082215,0.036418,0.0,0.144858,0.005821,0.012344,0.006146,0.009142",2-win
CSIg3v4oFS2QZbudma,"40,158,384,33,41,145,211,41,41,408,41,170,41,313,41,128,41,204,41,260","40,51,37,33,197,1425,1425,1425,1425,1425,1425,1425,1425,469,1425,1425,1425,1425,1425,1425","0.0,0.000985,0.000389,0.001195,0.041426,0.547866,0.121019,0.013516,0.350709,0.907643,0.102362,0.352563,0.069317,0.186801,0.044863,4.971051,0.219846,0.292245,0.20249,1.432222","0.0,0.016817,0.000195,0.019189,0.088933,0.000101,0.000072,0.000086,0.000893,0.000035,0.000034,0.00003,0.003986,0.000829,0.000142,0.000043,0.017607,0.00004,0.000038,0.000051",2-win
ChV2lJ18hNhjnUcO8f,"40,158,435,15517,33,41,843,41,187,41,1637,41,761,41,287,41,532,41,1656,41","40,51,37,33,230,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,542,1425,1425,1425","0.0,0.001736,0.000762,0.00198,0.020457,0.044631,0.027865,0.071431,0.020527,0.046318,0.019189,0.065766,0.023075,0.314556,0.037665,0.295973,0.018609,0.224784,0.022112,0.086003","0.0,0.006222,0.000913,0.008924,0.062337,0.000202,0.006903,0.000064,0.004021,0.000134,0.000838,0.000028,0.00002,0.00002,0.000021,0.000019,0.030595,0.000146,0.00003,0.000104",2-win
ChYS8E1RQiFpkGR591,"40,158,41,26","40,51,37,33","0.0,0.030448,0.000649,0.022693","0.0,0.0,0.0,0.031831",2-win
CzxqGr1Da3LQnAKgjj,"40,175,26","40,51,37,33","0.0,0.007981,0.01084","0.0,0.0,0.0,0.011993",2-win
CcLKHt1BpK64bb3pX6,"40,175,26","40,51,37,33","0.0,1.117785,0.778772","0.0,0.000703,0.00042,0.065518",2-win
CwqIyrC3ZFB6MQCnf,"40,175,26","40,51,37,33","0.0,1.108484,0.784058","0.0,0.0,0.000168,0.07645",2-win
CjSVM6Gl7kJOWd9vd,"40,175,26","40,51,37,33","0.0,1.201623,0.787488","0.0,0.001102,0.001102,0.083282",2-win
Ci90IZ182uvS1AXFz4,"40,175,26","40,51,37,33","0.0,1.197925,0.792394","0.0,0.000085,0.0,0.090045",2-win
CAyZNj4DvVvomAy9f8,"40,175,26","40,51,37,33","0.0,0.186663,0.263079","0.0,0.0,0.0,0.012246",2-win
CS1r7z1HoqcOTgH7ri,"40,175,26","40,51,37,33","0.0,0.209439,0.276496","0.0,0.000458,0.000517,0.009386",2-win
ChehMq23g59EL1RMg3,"40,158,33,41,26","40,51,37,33","0.0,1.03958,0.217509,0.547628,0.470804","0.0,0.000736,0.0,0.022855",2-win
CwVoGr4nXMrLlv7jHg,"40,158,33,41,26","40,51,37,33","0.0,1.349437,0.24617,0.112183,0.599385","0.0,0.002189,0.000291,0.019408",2-win
C7GZuO1Y5C5JpVgnuj,"40,158,33,41,26","40,51,37,33","0.0,0.238005,0.000931,0.548789,0.775257","0.0,0.000086,0.000029,0.111671",2-win
C2hvWg17vP3BdI1Lva,"40,158,33,41,26","40,51,37,33","0.0,0.301781,0.280382,0.114825,0.926692","0.0,0.00231,0.0,0.022696",2-win
CWO5vg1s3wsZWIrM3g,"40,158,33,41,26","40,51,37,33","0.0,0.259957,0.264,0.11565,1.098043","0.0,0.001034,0.000034,0.026837",2-win
CmcnZ74RBuXECJuMee,"40,158,41,26","40,51,37,33","0.0,2.165968,0.00212,0.131767","0.0,0.001785,0.0,0.036148",2-win
C9m7QJ3jpdgWbEydb2,"40,158,237,33,41,26","40,51,37,33,291,1425,1425,1305,41","0.0,2.782563,0.004947,0.123608,0.004665,0.228741","0.0,0.002669,0.0,0.032208,0.000065,0.011407,0.004596,0.001168,0.00096",2-win
Cjvwle11aiusOF7OJf,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.00712,0.025523,61.672102,60.398721,58.170015,0.002451,0.00358","0.0,0.0,0.0,0.019369,0.022606,0.006873,0.027613",2-win
CXIcOoavvz9MzuXKd,"40,158,719,33,41,710,41,41,41,41,41,26","40,51,37,33,459,1425,1425,1425,1425,394,41,75,41,41,41,55","0.0,0.193631,0.000495,0.016257,0.001288,0.343481,0.002883,61.650991,60.38186,58.166524,0.001524,0.001677","0.0,0.0,0.0,0.014526,0.027619,0.000307,0.000306,0.002009,0.000039,0.000777,0.0,0.054887,0.0,0.010097,0.006276,0.008202",2-win
CAWpgw3IYeu2aqeCQ8,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.00172,0.010398,61.442515,60.382206,58.167356,0.030775,0.003456","0.0,0.126437,0.001019,0.022548,0.010219,0.005545,0.013263",2-win
CcauKj3vUHKT8FNj77,"40,158,236,33,41,41,41,41,41,26","40,51,37,33,293,1425,1425,1425,1425,124,41,41,41,55","0.0,1.619799,0.002279,0.291481,0.170178,61.45522,60.356159,58.127664,0.003696,0.001296","0.0,0.003198,0.000054,0.013421,0.008705,0.001215,0.001323,0.0,0.0,0.0,0.0,0.011123,0.042617,0.009875",2-win
CmDHe83eBm8inNCn8l,"40,158,728,33,41,115,41,41,41,41,41,26","40,51,37,33,435,41,198,277,41,41,41,55","0.0,0.002436,0.00178,0.028169,0.003905,3.446954,0.005585,60.736277,60.282967,58.161996,0.001757,0.001571","0.0,0.014999,0.000078,0.048507,0.003482,0.000353,0.037299,0.000242,0.000162,0.052218,0.010571,0.019948",2-win
CA7sIE1kR1iHzlFh05,"40,158,300,33,41,189,155,41,155,161,153,154,168,41,154,154,155,154,154,153","40,51,37,33,303,1425,1425,556,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425","0.0,0.002436,0.149363,0.001686,0.022306,1.504347,0.005268,0.041635,0.231303,0.026892,0.028527,0.046676,0.081217,0.025629,0.013287,0.100973,0.04767,0.067274,0.058289,0.048306","0.0,0.002937,0.000276,0.01224,0.032886,0.010458,0.000064,0.000247,1.19604,0.00342,0.00014,0.000482,0.000136,0.000224,0.00195,0.000041,0.000036,0.001005,0.000163,0.000064",2-win
Cbd8X62Qcb9UUMSwia,"40,158,383,33,41,41,244,41,41,41,41,41,26","40,51,37,33,228,272,41,41,271,75,41,41,41,55","0.0,0.007568,0.00137,0.014842,0.002123,58.937894,36.947742,0.012971,61.232577,60.266844,57.900134,0.010274,0.004212","0.0,0.014033,0.0,0.033054,0.037668,0.000423,0.000621,0.063515,0.045407,0.001715,0.005317,0.017119,0.271217,0.020443",2-win
Ckqgymw26OAubDtr6,"40,158,395,719,33,41,41,41,41,41,26","40,51,37,33,343,660,41,41,41,55","0.0,0.0627,0.002718,0.001447,0.101878,0.002981,61.02355,59.198515,58.139302,0.001361,0.004368","0.0,0.002303,0.000725,0.032967,0.003947,0.001307,0.0,0.031293,0.032039,0.016837",2-win
CqGhtTe9LGN2kc0dc,"40,158,369,33,41,41,41,41,41,26","40,51,37,33,374,41,41,41,55","0.0,0.031467,0.001764,0.035935,0.003321,61.174752,59.202855,58.140332,0.006066,0.001804","0.0,0.007028,0.0,0.024352,0.049727,0.000629,0.02706,0.031088,0.020193",2-win
CRi4JDVAffIfBrlLh,"40,175","40,51,33","0.0,0.008268","0.0,0.0,0.000469",2-win
COR5Wc3RuBRl2OQAy3,"40,175","40,51","0.0,0.084906","0.0,0.0",2-win
Cm69d92xdxXw8Bbx31,"40,175","40,51","0.0,0.082605","0.0,0.0",2-win
CleI2iS3aL6cTrR7k,"40,175","40,51","0.0,0.045357","0.0,0.0",2-win
C6ltBL1SvUFH7j3t2l,"40,158,41",40,"0.0,0.014004,0.001342",0.0,2-win
CEbK773WkLL2CqORP6,"40,158,41,26","40,51,37,33","0.0,0.084358,0.001025,0.022291","0.0,0.001116,0.001872,0.057661",2-win
CJ5a5t0cd8RQTnHFa,"40,158,204,33,41,26","40,51,37,33,129,41","0.0,0.505677,0.00177,0.074637,0.006239,0.006016","0.0,0.000683,0.007025,0.049968,0.062173,0.0",2-win
CQv2dLsKOwX1P55Ub,"40,26","40,26","0.0,3.717269","0.0,0.183647",2-win
CY5ANx3NIgFzPsKOKf,"40,324","40,536,16408,16408,16408,10483,26","0.0,0.138759","0.0,0.028111,0.020891,0.014758,0.04266,0.004889,119.921795",2-win
Ck4ODv325o1pof5Am,"40,324,323","40,10887,6198,26","0.0,0.046689,0.007119","0.0,0.027417,0.080909,120.016933",2-win
CMvbR22vDxVZqJ1usc,"40,323,324","40,2733,11521,26","0.0,0.031857,0.067833","0.0,0.031715,0.055212,120.000046",2-win
CO3jqn4QrG8kkJAPn1,"40,324,324","40,15646,11576,26","0.0,0.040916,0.061343","0.0,0.03671,0.07058,119.988139",2-win
